,Raw,P5(l<1000),P5(l<1000)+P5(l<500)
698.0,0.9890823993695727,0.9892621114777445,0.9892621114777445
699.0,0.9889467129480392,0.9893113909804057,0.9893113909804057
700.0,0.9888087112392188,0.9893604415735444,0.9893604415735444
701.0,0.9890387083869748,0.9894092697761729,0.9894092697761729
702.0,0.9895708834299801,0.989457882040095,0.989457882040095
703.0,0.9897383199000063,0.9895062847500484,0.9895062847500484
704.0,0.9895971803551685,0.9895544842238495,0.9895544842238495
705.0,0.9896170081389971,0.9896024867125359,0.9896024867125359
706.0,0.989551108688087,0.9896502984005091,0.9896502984005091
707.0,0.9895219896497386,0.9896979254056804,0.9896979254056804
708.0,0.9895955203159239,0.9897453737796083,0.9897453737796083
709.0,0.9896903146810921,0.989792649507649,0.989792649507649
710.0,0.9898448778560845,0.9898397585090939,0.9898397585090939
711.0,0.9899102793472876,0.98988670663732,0.98988670663732
712.0,0.9898610138216184,0.9899334996799216,0.9899334996799216
713.0,0.9904405683877262,0.9899801433588669,0.9899801433588669
714.0,0.9905027237027495,0.9900266433306304,0.9900266433306304
715.0,0.9900491007627567,0.9900730051863438,0.9900730051863438
716.0,0.98995163543223,0.9901192344519345,0.9901192344519345
717.0,0.9900332092849363,0.9901653365882721,0.9901653365882721
718.0,0.9903067962991595,0.9902113169913094,0.9902113169913094
719.0,0.9905648348066364,0.9902571809922245,0.9902571809922245
720.0,0.9900851632279823,0.9903029338575695,0.9903029338575695
721.0,0.9902118540786299,0.9903485807894092,0.9903485807894092
722.0,0.9906027725189585,0.9903941269254646,0.9903941269254646
723.0,0.990502606506929,0.9904395773392587,0.9904395773392587
724.0,0.9902026897665942,0.9904849370402571,0.9904849370402571
725.0,0.9902237475663411,0.9905302109740135,0.9905302109740135
726.0,0.9905145958749236,0.9905754040223105,0.9905754040223105
727.0,0.9905371349251967,0.9906205210033057,0.9906205210033057
728.0,0.9906924745779149,0.9906655666716737,0.9906655666716737
729.0,0.990850555194435,0.9907105457187482,0.9907105457187482
730.0,0.990882885973575,0.9907554627726678,0.9907554627726678
731.0,0.9908405270420222,0.9908003223985178,0.9908003223985178
732.0,0.9909055368466585,0.9908451290984717,0.9908451290984717
733.0,0.9910925697335559,0.9908898873119389,0.9908898873119389
734.0,0.991290310512119,0.9909346014157043,0.9909346014157043
735.0,0.9911011188360338,0.990979275724073,0.990979275724073
736.0,0.9913027304766703,0.9910239144890143,0.9910239144890143
737.0,0.9918581631432547,0.9910685219003024,0.9910685219003024
738.0,0.9918764378814819,0.9911131020856627,0.9911131020856627
739.0,0.9916552553926199,0.991157659110913,0.991157659110913
740.0,0.991530428858184,0.9912021969801086,0.9912021969801086
741.0,0.9916323583113466,0.9912467196356842,0.9912467196356842
742.0,0.9915533221967134,0.991291230958598,0.991291230958598
743.0,0.9915039091630103,0.9913357347684721,0.9913357347684721
744.0,0.9915373715614698,0.9913802348237415,0.9913802348237415
745.0,0.9916159850644158,0.9914247348217926,0.9914247348217926
746.0,0.9915330198226737,0.9914692383991095,0.9914692383991095
